Internship Id,Role,Company Name,Location,Duration,Stipend,Intern Type,Skills,Perks,Hiring Since,Opportunity Date,Opening,Hired Candidate,Number of Applications,Website Link
2454967,Graphic Design Internship,Shamoor Private Limited,"('Delhi',)",3 Months,"₹ 15,000 /month",['Internship with job offer'],"['Adobe Illustrator', 'Adobe Photoshop', 'Video Editing']","['Certificate', 'Letter of recommendation', 'Job offer']",Hiring since April 2024,2 opportunities posted,3,,136 applicants,http://www.shamoor.com
2454542,Accounting & Bookkeeping Internship,Piyush Sharma,"('Delhi',)",6 Months,"₹ 5,000 /month",['Internship with job offer'],"['Accounting', 'Tally']","['Certificate', 'Letter of recommendation', 'Job offer']",Hiring since April 2024,1 opportunity posted,50,,123 applicants,http://proviconn.com
2454651,Social Media Internship (Remote),Discover India Tours,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",6 Months,"₹ 5,000-10,000 /month",['Internship'],"['Content Marketing', 'Content Writing', 'Instagram Marketing', 'Social Media Marketing', 'Video Editing', 'Video Making']","['Certificate', 'Flexible work hours', '5 days a week']",Hiring since April 2024,1 opportunity posted,5,,107 applicants,
2454792,Recruitment Internship,Bright Nova Hospitality Private Limited,"('Kolkata', 'Chennai, Delhi, Indore, Kolkata, Lucknow, Pune, Bangalore, Mumbai, Jaipur', 'Ahmedabad, Indore, Jamshedpur, Kolkata, Pune, Ranchi, Shimla, Shillong, Udaipur, Hyderabad, Bhopal, Mumbai, Nagpur, Nashik, Gwalior West', 'Chennai, Delhi, Ghaziabad, Gurgaon, Kolkata, Patna, Pune, Ranchi, Bangalore, Hyderabad, Bhopal, Mumbai, Noida, Nagpur, Nashik')",2 Months,"₹ 5,000-10,000 /month",['Internship'],"['Effective Communication', 'MS-Excel', 'MS-Office', 'Negotiation & Problem-solving']","['Certificate', 'Letter of recommendation']",Hiring since July 2022,6 opportunities posted,10,7 candidates hired,38 applicants,
2454798,Telecalling Internship (Part time),CTL Infotech Private Limited,"('Mumbai', 'Mumbai', 'Mumbai', 'Mumbai')",6 Months,"₹ 5,000 /month +  Incentives","['Internship', 'Internship with job offer']","['Email Marketing', 'Hindi Proficiency (Spoken)', 'MS-Excel']","['Certificate', 'Letter of recommendation', 'Flexible work hours', 'Informal dress code', '5 days a week']",Hiring since March 2016,3 opportunities posted,2,,1 applicants,http://www.ctl.in
2454954,Financial Accountant Internship,Anuj Ramatri,"('Delhi',)",6 Months,"₹ 10,000 /month",['Internship'],"['Certificate', 'Letter of recommendation', 'Informal dress code']","['Certificate', 'Letter of recommendation', 'Informal dress code']",Hiring since February 2024,48 opportunities posted,10,6 candidates hired,160 applicants,
2454809,Creative Writing Internship,Mirabilis Design Incorporation,"('Chennai', 'Ahmedabad, Chennai, Kolkata, Lucknow, Pune, Ranchi, Surat, Bangalore, Vadodara, Mumbai, Jaipur, Noida, Nagpur, Nashik, Keralapuram')",2 Months,"₹ 15,000 /month",['Internship'],"['Embedded Systems', 'English Proficiency (Written)', 'MS-Office']","['Certificate', 'Letter of recommendation', '5 days a week']",Hiring since April 2018,82 opportunities posted,2,35 candidates hired,8 applicants,http://www.mirabilisdesign.com
2455160,Architecture Internship,ACKM Design Studio (Cumulus Creatives Private Limited),"('Mumbai', 'Mumbai', 'Mumbai')",6 Months,"₹ 8,000 /month",['Internship'],"['Adobe Creative Suite', 'AutoCAD', 'Rhino']","['Certificate', 'Letter of recommendation', 'Informal dress code', '5 days a week']",Hiring since July 2021,8 opportunities posted,1,1 candidate hired,2 applicants,
2454918,Human Resources (HR) Internship (Remote),Endeavor Academy,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",3 Months,"₹ 2,000 /month +  Incentives",['Internship'],"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'MS-Excel', 'MS-Office', 'MS-Word']","['Certificate', 'Flexible work hours']",Hiring since April 2022,259 opportunities posted,5,6 candidates hired,159 applicants,
2454909,Business Analytics Internship,Talent Corner HR Services,"('Mumbai', 'Gurgaon, Mumbai', 'Mumbai', 'Ahmedabad, Amritsar, Chandigarh, Delhi, Gurgaon, Pune, Ranchi, Udaipur, Bangalore, Vadodara, Mumbai, Jaipur, Noida, Nagpur, Nashik')",3 Months,"₹ 15,000 lump sum",['Internship'],['Market Analysis'],,Hiring since March 2020,660 opportunities posted,6,141 candidates hired,247 applicants,http://www.talentcorner.in
2454907,Financial Planning Internship,Talent Corner HR Services,"('Mumbai', 'Mumbai', 'Chennai, Bangalore, Hyderabad, Mumbai', 'Mumbai')",3 Months,"₹ 15,000 lump sum","['Internship', 'Internship with job offer']","['Financial literacy', 'Financial Modeling']",,Hiring since March 2020,660 opportunities posted,6,141 candidates hired,249 applicants,http://www.talentcorner.in
2454815,Store Fashion Consultant Internship,Fouroz,"('Gurgaon', 'Gurgaon', 'Chennai, Delhi, Ghaziabad, Gurgaon, Indore, Lucknow, Patna, Pune, Udaipur, Bangalore, Hyderabad, Bhopal, Mumbai, Noida, Gwalior West', 'Chennai, Delhi, Ghaziabad, Gurgaon, Kolkata, Patna, Pune, Ranchi, Bangalore, Hyderabad, Bhopal, Mumbai, Noida, Nagpur, Nashik')",1 Month,"₹ 5,000 /month +  Incentives",['Internship'],['Sales'],"['Certificate', 'Letter of recommendation', 'Informal dress code']",Hiring since March 2024,2 opportunities posted,2,,10 applicants,http://outofofficeoutfits.com
2454906,Investment Analysis Internship,Talent Corner HR Services,"('Mumbai', 'Mumbai', 'Chennai, Bangalore, Hyderabad, Mumbai', 'Mumbai')",3 Months,"₹ 15,000 lump sum","['Internship', 'Internship with job offer']","['Financial Modeling', 'Market Analysis', 'Research and Analytics']",,Hiring since March 2020,660 opportunities posted,6,141 candidates hired,273 applicants,http://www.talentcorner.in
2454821,ITI FITTERS (Mechanical Branch) Internship,Rajshi Steering Private Limited,"('Faridabad', 'Ambala, Faridabad, Gurgaon, Karnal, Rohtak, Sonipat, Sirsa, Hisar, Panchkula, Palwal, Nuh', 'Faridabad, Delhi, Ghaziabad, Noida, Palwal')",6 Months,"₹ 14,000 /month","['Internship', 'Internship with job offer']","['Certificate', 'Letter of recommendation']","['Certificate', 'Letter of recommendation']",Hiring since May 2016,33 opportunities posted,1,20 candidates hired,6 applicants,http://www.rajshisteering.com
2453790,Social Media Marketing Internship,Mani Group,"('Lucknow', 'Chennai, Delhi, Ghaziabad, Gurgaon, Indore, Lucknow, Patna, Pune, Udaipur, Bangalore, Hyderabad, Bhopal, Mumbai, Noida, Gwalior West', 'Lucknow', 'Lucknow')",3 Months,"₹ 2,000 /month",['Internship'],"['Creative Writing', 'Digital Marketing', 'Email Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Facebook Marketing', 'Instagram Marketing', 'Search Engine Marketing (SEM)', 'Search Engine Optimization (SEO)', 'Social Media Marketing']","['Certificate', 'Letter of recommendation', 'Flexible work hours', '5 days a week']",Hiring since April 2024,1 opportunity posted,2,,6 applicants,
2454691,Digital Marketing Internship (Remote),Perfect Digitals,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",3 Months,"₹ 5,000 /month",['Internship'],"['Digital Marketing', 'Email Marketing', 'Social Media Marketing']","['Certificate', 'Letter of recommendation', 'Flexible work hours', '5 days a week']",Hiring since April 2023,5 opportunities posted,1,2 candidates hired,24 applicants,http://perfectdigitals.ie
2454827,Business Development (Sales) Internship (Part time/Remote),Socialion Media,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",6 Months,"₹ 2,000 /month +  Incentives","['Internship', 'Internship with job offer']","['Blogging', 'Canva', 'Digital Marketing', 'Email Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'MS-Excel', 'Search Engine Optimization (SEO)', 'Social Media Marketing']","['Certificate', 'Letter of recommendation', 'Flexible work hours']",Hiring since January 2024,2 opportunities posted,2,,5 applicants,
2452908,Business Development (Sales) Internship (Remote),Rushikesh Jagdale,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",2 Months,"₹ 1,000 /month +  Incentives",['Internship'],"['Certificate', 'Letter of recommendation', 'Flexible work hours', '5 days a week']","['Certificate', 'Letter of recommendation', 'Flexible work hours', '5 days a week']",Hiring since April 2024,1 opportunity posted,30,,0 applicants,
2453102,Graphic Design Internship,Shuddh Natural,"('Noida', 'Delhi, Gurgaon, Noida', 'Noida', 'Noida')",4 Months,"₹ 10,000 /month","['Internship with job offer', 'Internship with job offer']","['Adobe After Effects', 'Adobe Creative Suite', 'Adobe Illustrator', 'Adobe Indesign', 'Adobe Photoshop', 'Adobe Photoshop Lightroom CC', 'Adobe Premiere Pro', 'CorelDRAW', 'Video Editing']","['Certificate', 'Informal dress code', '5 days a week', 'Job offer']",Hiring since March 2024,2 opportunities posted,2,,17 applicants,http://shuddhnatural.com
2452790,Accounting & Bookkeeping Internship,Das Ghosh,"('Kolkata', 'Kolkata', 'Kolkata', 'Kolkata')",6 Months,"₹ 8,000-10,000 /month",['Internship'],"['Accounting', 'MS-Excel', 'Tally']",,Hiring since April 2024,1 opportunity posted,3,,33 applicants,
2455153,Business Development (Sales) Internship (Remote),Ashutosh Dwivedi,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",2 Months,"₹ 1,000 /month +  Incentives",['Internship with job offer'],"['Certificate', 'Job offer']","['Certificate', 'Job offer']",Hiring since January 2020,29 opportunities posted,10,7 candidates hired,2 applicants,
2454891,Operations Internship,Fall For Flora,"('Delhi',)",4 Months,"₹ 7,000 /month",['Internship with job offer'],"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'MS-Excel', 'MS-PowerPoint']","['Certificate', 'Letter of recommendation', 'Informal dress code', 'Free snacks & beverages', 'Job offer']",Hiring since April 2023,15 opportunities posted,2,,183 applicants,http://fallforflora.com/
2452816,Market Research Internship,Wave Visions,"('Vadodara', 'Ahmedabad, Gandhinagar, Pune, Surat, Thane, Navi Mumbai, Vadodara, Kalyan, Baramati', 'Vadodara', 'Ahmedabad, Aurangabad, Delhi, Gurgaon, Indore, Lucknow, Pune, Surat, Ahmednagar, Vadodara, Bhopal, Mumbai, Baramati, Nagpur, Nashik')",3 Months,"₹ 7,000 /month","['Internship', 'Internship with job offer', 'Internship with job offer']","['Effective Communication', 'English Proficiency (Spoken)']","['Certificate', 'Letter of recommendation']",Hiring since April 2024,1 opportunity posted,2,,7 applicants,http://wavevisions.in
2441493,Digital Marketing Internship,SMTK DIGITAL,"('Kolkata', 'Kolkata', 'Ahmedabad, Chennai, Guwahati, Kolkata, Pune, Surat, Bangalore, Vadodara, Mumbai, Kochi, Jaipur, Nagpur, Nashik, Andhra Pradesh', 'Amritsar, Chandigarh, Delhi, Guwahati, Gurgaon, Kolkata, Pune, Shillong, Udaipur, Bangalore, Mumbai, Jaipur, Noida, Goa Velha, Sikkim')",3 Months,"₹ 2,000 /month +  Incentives",['Internship'],"['Digital Marketing', 'Facebook Marketing', 'Instagram Marketing', 'Search Engine Marketing (SEM)', 'Search Engine Optimization (SEO)', 'Social Media Marketing']","['Certificate', 'Letter of recommendation', 'Flexible work hours', 'Informal dress code', '5 days a week', 'Free snacks & beverages']",Hiring since April 2024,1 opportunity posted,20,,6 applicants,
2452841,Python Web Apps Development Internship,Navsoftech Solutions,"('Guntur, Tenali, Narasaraopet, Bapatla',)",3 Months,"₹ 5,000 /month",['Internship'],"['Django', 'HTML', 'HTML&CSS', 'JavaScript', 'Python']","['Certificate', 'Flexible work hours']",Hiring since March 2021,25 opportunities posted,20,42 candidates hired,80 applicants,
2455178,Front End Development Internship,Digite Infotech Private Limited,"('Bangalore, Mumbai',)",3 Months,"₹ 17,000-22,000 /month",['Internship with job offer'],"['CSS', 'HTML', 'JavaScript', 'ReactJS', 'Redux', 'REST API']","['Certificate', 'Job offer']",Hiring since November 2019,178 opportunities posted,2,30 candidates hired,1000+ applicants,https://www.digite.com/
2452821,Data Entry Internship,Wizkidscarnival,"('Pune', 'Pune', 'Pune', 'Pune')",3 Months,"₹ 8,000-10,000 /month",['Internship'],"['MS-Excel', 'MS-Office', 'MS-Word']","['Certificate', 'Informal dress code']",Hiring since December 2022,3 opportunities posted,1,,36 applicants,http://wizkidscarnival.com
2454029,Social Media Marketing Internship (Part time/Remote),Moksha Room,"('Work from home',)",2 Months,"₹ 3,500-4,000 /month",['Internship'],"['Canva', 'Content Marketing', 'Content Writing', 'Social Media Marketing']","['Letter of recommendation', 'Flexible work hours']",Hiring since April 2024,1 opportunity posted,1,,129 applicants,https://www.moksharoomshop.com/
2455175,Talent Acquisition Internship (Remote),Codal.in,"('Work from home',)",6 Months,"₹ 1,000 /month",['Internship'],"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'Recruitment']",,Hiring since August 2021,88 opportunities posted,5,82 candidates hired,176 applicants,https://instagram.com/codal.in
2455151,Social Media Marketing Internship,Nytarra Naturals,"('Noida', 'Delhi, Gurgaon, Noida', 'Noida', 'Noida')",3 Months,"₹ 15,000-20,000 /month","['Internship', 'Internship with job offer', 'Internship with job offer', 'Internship with job offer']","['Adobe Photoshop', 'Adobe Photoshop Lightroom CC', 'Canva', 'Facebook Marketing', 'Instagram Marketing', 'MS-Excel', 'Photography', 'Social Media Marketing', 'Video Editing', 'Video Making']","['Certificate', 'Letter of recommendation', 'Informal dress code', '5 days a week', 'Free snacks & beverages']",Hiring since February 2021,34 opportunities posted,3,4 candidates hired,26 applicants,http://nytarra.in
2455146,Administration Internship (Remote),The Guardian,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",6 Months,"₹ 1,000 /month","['Internship with job offer', 'Internship with job offer']","['MS-Excel', 'MS-Office', 'MS-PowerPoint', 'MS-Word']","['Certificate', 'Letter of recommendation', 'Flexible work hours', 'Job offer']",Hiring since June 2018,30 opportunities posted,3,,44 applicants,
2455124,Social Media Marketing Internship (Part time/Remote),Looks Label,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",1 Month,"₹ 2,000 /month +  Incentives",['Internship with job offer'],['Canva'],"['Certificate', 'Letter of recommendation', 'Flexible work hours', '5 days a week', 'Job offer']",Hiring since January 2020,42 opportunities posted,17,11 candidates hired,76 applicants,
2455112,Financial Content Creation Internship,Abhiyaan Wealth Private Limited,"('Delhi', 'Delhi', 'Delhi, Pune, Bangalore, Mumbai, Nagpur', 'Delhi, Gurgaon')",3 Months,"₹ 10,000 /month +  Incentives","['Internship', 'Internship with job offer', 'Internship with job offer', 'Internship with job offer']","['Content Writing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Financial literacy', 'Financial Modeling', 'LinkedIn Marketing', 'MS-Excel', 'MS-Word']","['Certificate', 'Letter of recommendation', 'Flexible work hours', 'Informal dress code']",Hiring since March 2022,18 opportunities posted,2,10 candidates hired,32 applicants,
2455110,Accounting & Taxation Internship,Manav Shah,"('Mumbai', 'Mumbai', 'Mumbai', 'Mumbai')",6 Months,"₹ 5,000 /month","['Internship', 'Internship with job offer']","['MS-Office', 'Tally']","['Certificate', 'Informal dress code']",Hiring since July 2020,9 opportunities posted,1,3 candidates hired,32 applicants,
2455107,Marketing Internship (Remote),Neolen,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",3 Months,"₹ 5,000-7,500 /month",['Internship'],"['Content Writing', 'Copywriting', 'Creative Writing', 'Data Analytics', 'Digital Marketing', 'Market Research']","['Certificate', 'Letter of recommendation']",Hiring since July 2023,7 opportunities posted,1,3 candidates hired,32 applicants,http://www.neolen.com/
2455099,Human Resources (HR) Internship,Ek Pehel Anant Tak Foundation,"('Meerut', 'Meerut', 'Meerut')",3 Months,"₹ 3,000 /month",['Internship'],"['Business Analysis', 'Business Research', 'Client Interaction', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'MS-Excel', 'MS-Office', 'MS-Word']","['Certificate', 'Letter of recommendation', 'Flexible work hours', 'Informal dress code', '5 days a week']",Hiring since October 2021,29 opportunities posted,5,7 candidates hired,8 applicants,
2455116,Content Writing Internship (Part time/Remote),Solution Graph,"('Work from home',)",2 Months,"₹ 4,000 /month",['Internship'],"['Creative Writing', 'English Proficiency (Written)']","['Certificate', 'Letter of recommendation', 'Flexible work hours']",Hiring since January 2020,194 opportunities posted,9,174 candidates hired,274 applicants,http://solutiongraphs.com
2455092,Accounts Internship,Amero Research & Loyalty Solutions Private Limited,"('Ahmedabad', 'Ahmedabad', 'Ahmedabad', 'Ahmedabad')",6 Months,"₹ 6,000 /month",['Internship with job offer'],"['Accounting', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'MS-Excel', 'MS-Office', 'Tally']","['Certificate', 'Letter of recommendation', 'Free snacks & beverages', 'Job offer']",Hiring since November 2017,131 opportunities posted,1,44 candidates hired,11 applicants,
2455090,QA Testing Internship,Amero Research & Loyalty Solutions Private Limited,"('Ahmedabad', 'Ahmedabad, Gandhinagar, Pune, Surat, Thane, Navi Mumbai, Vadodara, Kalyan, Baramati', 'Ahmedabad, Amritsar, Chandigarh, Delhi, Gurgaon, Pune, Ranchi, Udaipur, Bangalore, Vadodara, Mumbai, Jaipur, Noida, Nagpur, Nashik', 'Ahmedabad, Amritsar, Chandigarh, Chennai, Delhi, Gurgaon, Kolkata, Pune, Surat, Bangalore, Hyderabad, Vadodara, Mumbai, Noida, Bangarapet')",4 Months,"₹ 7,000 /month","['Internship with job offer', 'Internship with job offer']","['Database Testing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'GUI Testing', 'Manual Testing', 'MS-Excel', 'MS-PowerPoint', 'MS-Word', 'Software Testing']","['Certificate', 'Letter of recommendation', 'Free snacks & beverages', 'Job offer']",Hiring since October 2018,261 opportunities posted,5,92 candidates hired,144 applicants,https://theamerocash.com/
2455089,Law/Legal Internship,Spot Multi Commodities Market Limited,"('Ahmedabad', 'Ahmedabad, Gandhinagar, Pune, Surat, Thane, Navi Mumbai, Vadodara, Kalyan, Baramati')",4 Months,"₹ 8,000 /month","['Internship with job offer', 'Internship with job offer']","['Accounting', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'MS-Office', 'MS-Word']","['Certificate', 'Letter of recommendation', 'Free snacks & beverages', 'Job offer']",Hiring since December 2020,59 opportunities posted,2,3 candidates hired,19 applicants,
2455085,Teaching Internship (Part time/Remote),Ace Coders,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",2 Months,"₹ 5,000 lump sum",['Internship'],['Online Teaching'],['Flexible work hours'],Hiring since June 2020,53 opportunities posted,8,10 candidates hired,87 applicants,
2455084,Content Writing Internship (Remote),Paid Conversations,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",6 Months,"₹ 5,000 /month","['Internship with job offer', 'Internship with job offer']","['Blogging', 'Creative Writing', 'Digital Marketing', 'Search Engine Optimization (SEO)']","['Certificate', 'Letter of recommendation', 'Flexible work hours', '5 days a week', 'Job offer']",Hiring since February 2024,2 opportunities posted,2,,62 applicants,http://www.paidconversations.com
2455079,Media & Public Relations (PR) Internship,Brothers Mart India Private Limited,"('Ahmedabad',)",6 Months,"₹ 8,000 /month",['Internship with job offer'],"['Content Writing', 'Creative Writing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Google Workspace', 'Hindi Proficiency (Spoken)', 'MS-Excel', 'MS-Office', 'MS-PowerPoint', 'MS-Word', 'Social Media Marketing']","['Certificate', 'Letter of recommendation', 'Free snacks & beverages', 'Job offer']",Hiring since August 2022,19 opportunities posted,5,9 candidates hired,1 applicants,
2455077,Human Resources (HR) Internship,Themarketlook,"('Ahmedabad', 'Ahmedabad', 'Ahmedabad, Aurangabad, Delhi, Gurgaon, Indore, Lucknow, Pune, Surat, Ahmednagar, Vadodara, Bhopal, Mumbai, Baramati, Nagpur, Nashik', 'Ahmedabad')",3 Months,"₹ 7,000 /month",['Internship with job offer'],"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'MS-Excel', 'MS-Office', 'MS-Word']","['Certificate', 'Letter of recommendation', 'Free snacks & beverages', 'Job offer']",Hiring since March 2022,42 opportunities posted,3,5 candidates hired,17 applicants,
2455075,Web Development Internship,Brothers Mart India Private Limited,"('Ahmedabad',)",3 Months,"₹ 9,000 /month",['Internship with job offer'],"['Amazon Web Server (AWS)', 'Amazon Web Services (AWS)', 'Bootstrap', 'CSS', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'HTML', 'JavaScript', 'jQuery', 'MySQL', 'Node.js', 'PHP', 'ReactJS', 'WordPress']","['Certificate', 'Letter of recommendation', 'Flexible work hours', 'Free snacks & beverages', 'Job offer']",Hiring since April 2022,24 opportunities posted,7,6 candidates hired,271 applicants,
2455069,Marketing Internship (Part time/Remote),Sug Creative,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",2 Months,"₹ 2,000-15,000 /month",['Internship'],"['Digital Marketing', 'Marketing', 'Market Research']","['Certificate', 'Letter of recommendation', 'Flexible work hours', '5 days a week']",Hiring since June 2022,16 opportunities posted,20,29 candidates hired,94 applicants,http://sugcreative.com
2455055,Human Resources (HR) Internship (Remote),WinX Services,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",6 Months,"₹ 4,005 /month",['Internship'],"['Effective Communication', 'English Proficiency (Spoken)', 'English Proficiency (Written)']","['Certificate', 'Letter of recommendation', 'Flexible work hours']",Hiring since March 2022,42 opportunities posted,3,39 candidates hired,103 applicants,
2455047,Embedded Systems Internship,UniConverge Technologies Private Limited,"('Noida',)",4 Months,"₹ 8,000 /month",['Internship'],"['ARM Microcontroller', 'C Programming', 'Internet of Things (IoT)', 'Linux']","['Certificate', 'Letter of recommendation']",Hiring since July 2021,90 opportunities posted,2,12 candidates hired,57 applicants,http://www.uniconvergetech.in/
2455026,Graphic Design Internship (Part time/Remote),Unwind Mental Healthcare Foundation,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",3 Months,Unpaid,['Internship'],"['Adobe After Effects', 'Adobe Illustrator', 'Adobe Photoshop']","['Certificate', 'Letter of recommendation', 'Flexible work hours']",Hiring since February 2024,4 opportunities posted,4,2 candidates hired,24 applicants,
2455021,Graphic Design Internship (Remote),VecRep Technologies Private Limited,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",3 Months,"₹ 5,000 /month",['Internship'],"['Adobe Illustrator', 'Adobe Photoshop']","['Certificate', 'Letter of recommendation', 'Flexible work hours']",Hiring since January 2023,17 opportunities posted,1,1 candidate hired,65 applicants,
2455016,Content Writing Internship,Avinash Kaur,"('Mohali', 'Chandigarh, Mohali')",3 Months,"₹ 10,000 /month","['Internship', 'Internship with job offer']","['Blogging', 'English Proficiency (Written)', 'Hindi Proficiency (Written)']","['Certificate', 'Letter of recommendation', 'Informal dress code', '5 days a week', 'Free snacks & beverages']",Hiring since December 2022,16 opportunities posted,2,,5 applicants,
2455015,Content Writing Internship (Part time/Remote),1st Genix,"('Work from home',)",3 Months,"₹ 6,000 /month",['Internship'],"['Creative Writing', 'English Proficiency (Written)']","['Certificate', 'Letter of recommendation', 'Flexible work hours']",Hiring since March 2021,31 opportunities posted,10,99 candidates hired,212 applicants,http://1stgenix.com
2455011,Human Resources (HR) Internship (Remote),Narvi Placement School,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",6 Months,"₹ 3,000 /month +  Incentives",['Internship'],"['Employment engagement', 'English Proficiency (Spoken)', 'English Proficiency (Written)']","['Certificate', 'Letter of recommendation']",Hiring since October 2023,4 opportunities posted,2,2 candidates hired,58 applicants,http://placementschool.in
2455009,Motion Graphics Internship (Part time/Remote),The Entrance Exam,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",6 Months,"₹ 3,000-3,600 /month",['Internship'],"['Adobe After Effects', 'Adobe Illustrator', 'Adobe Photoshop', 'Adobe Premiere Pro', 'Animation', 'Video Editing']","['Letter of recommendation', 'Flexible work hours']",Hiring since July 2019,7 opportunities posted,1,3 candidates hired,12 applicants,https://www.theentranceexam.com
2455008,Event Management Internship (Remote),Srestham Educational Trust,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",6 Months,"₹ 2,000 /month",['Internship'],,,Hiring since September 2022,21 opportunities posted,4,3 candidates hired,29 applicants,
2455006,Human Resources (HR) Internship (Remote),Community Action For Rural Development Society,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",6 Months,"₹ 2,000 /month",['Internship'],,,Hiring since August 2023,9 opportunities posted,3,,50 applicants,
2455000,Anchoring Internship (Part time/Remote),Naturaldays Wellness,"('Work from home',)",1 Month,"₹ 3,000 /month",['Internship'],"['English Proficiency (Spoken)', 'Hindi Proficiency (Spoken)']","['Certificate', 'Letter of recommendation', 'Flexible work hours']",Hiring since October 2019,86 opportunities posted,1,31 candidates hired,83 applicants,
2454999,Customer Service/Customer Support Internship (Remote),Indus Hospitals,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",6 Months,"₹ 2,000 /month",['Internship'],['English Proficiency (Spoken)'],,Hiring since March 2024,2 opportunities posted,4,,48 applicants,
2455063,Android App Development Internship,W3Dev,"('Noida',)",6 Months,"₹ 5,000-7,000 /month",['Internship'],"['Android', 'Flutter', 'Java', 'Kotlin', 'React Native']","['Certificate', 'Letter of recommendation', 'Informal dress code', 'Free snacks & beverages']",Hiring since January 2017,286 opportunities posted,2,18 candidates hired,67 applicants,https://w3dev.us
2455060,JavaScript Development Internship,W3Dev,"('Noida',)",6 Months,"₹ 10,000-12,000 /month",['Internship'],"['JavaScript', 'MongoDB', 'MySQL', 'Node.js', 'ReactJS']","['Certificate', 'Letter of recommendation', 'Informal dress code', 'Free snacks & beverages']",Hiring since January 2017,286 opportunities posted,4,18 candidates hired,345 applicants,https://w3dev.us
2455057,Software Testing & Quality Assurance Internship,W3Dev,"('Noida',)",6 Months,"₹ 2,500-5,000 /month",['Internship'],"['Database Testing', 'GUI Testing', 'Manual Testing', 'Software Testing']","['Certificate', 'Letter of recommendation', 'Informal dress code', 'Free snacks & beverages']",Hiring since January 2017,286 opportunities posted,2,18 candidates hired,111 applicants,https://w3dev.us
2454995,Video Editing/Making Internship (Remote),Tech Astrology Startup,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",2 Months,"₹ 6,000 /month",['Internship'],"['Video Editing', 'Video Making']",['Flexible work hours'],Hiring since January 2024,4 opportunities posted,2,5 candidates hired,52 applicants,https://instagram.com/starsolv
2454993,Human Resources (HR) Internship (Remote),GenSigma,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",6 Months,"₹ 10,000 /month",['Internship'],"['English Proficiency (Written)', 'MS-Office']","['Certificate', 'Letter of recommendation', '5 days a week']",Hiring since March 2024,2 opportunities posted,5,,276 applicants,https://www.gensigma.com
2454979,Sales Internship,ODI STUDIOS,"('Bangalore', 'Bangalore', 'Delhi, Pune, Bangalore, Mumbai, Nagpur', 'Bangalore')",3 Months,"₹ 10,000 /month","['Internship', 'Internship with job offer', 'Internship with job offer']","['Effective Communication', 'English Proficiency (Spoken)', 'MS-Office']","['Certificate', 'Letter of recommendation', 'Free snacks & beverages']",Hiring since February 2024,2 opportunities posted,5,,3 applicants,http://www.odistudios.in/
2454975,Flutter Development Internship (Remote),Fleksa,"('Work from home', 'Work from home', 'Work from home', 'Work from home')",6 Months,"₹ 5,000 /month","['Internship', 'Internship with job offer']","['Android', 'Dart', 'Flutter', 'iOS']","['Letter of recommendation', 'Flexible work hours']",Hiring since June 2020,125 opportunities posted,2,36 candidates hired,60 applicants,https://www.facebook.com/101614851349047
2451017,Business Development (Sales) Internship,ThumbStack,"('Mumbai', 'Mumbai', 'Mumbai', 'Mumbai')",3 Months,"₹ 5,000-10,000 /month","['Internship with job offer', 'Internship with job offer']","['Digital Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)']","['Certificate', 'Flexible work hours', '5 days a week', 'Job offer']",Hiring since March 2016,189 opportunities posted,3,82 candidates hired,2 applicants,http://ThumbStack.in
